ぼくから,うしてか,しながら,ちらばっ,じたばた,かたふる,ぶるから,ずらのこ,がたくさ,すっかり,さばかり,ぶらする,すっぽり,からずっ,ぎときら,からぼく,ずっとこ,くってく,うしたら
1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
