うところ,けたとこ,がしたか,よろこん,すっかり,ずかしく,さっそく,いがする
['「お侍様、ありがとうございます。わたくしは都(みやこ)の者ですが、昨日、有馬に湯治に来ていたときに鬼にさらわれてしまったのです。危うく今夜には食べられてしまうところでした。あなた様は命の恩人です」'],['\u3000元の持ち主たちは桃双太に大いに感謝して、桃双太をほめたたえました。そして、最後に牢から救い出したお姫様を都に送り届けたところ、姫の父親は有名な武将で、桃双太の武勇にすっかりほれこんでしまい、桃双太を婿に迎えることに決めました。'],['\u3000がきん！\u3000とものすごい音がしたかと思うと、桃太郎の太刀と斬り合った鬼の大将の金棒は真っ二つに斬られてしまいました!!'],['\u3000驚いたおじいさんとおばあさんでしたが、子供がいなかったので、よろこんで双子の赤ん坊を自分たちの子として育てることにしました。双子は両方とも男の子だったので、桃太郎と桃双太(ももそうた)と名付けられました。最初は弟は桃次郎と名付けようかと思ったのですが、双子なのでどちらも長男でよいかと思って、こう付けたのです。しかし当の桃双太の方は「自分は弟である」という意識を常に持っていたようです。'],['\u3000元の持ち主たちは桃双太に大いに感謝して、桃双太をほめたたえました。そして、最後に牢から救い出したお姫様を都に送り届けたところ、姫の父親は有名な武将で、桃双太の武勇にすっかりほれこんでしまい、桃双太を婿に迎えることに決めました。'],['「おやめなさい！\u3000そんなに大きくて立派な体があるのに真面目に働きもしないで悪さをして、恥ずかしくないのですか!?」'],['\u3000びっくりしたおじいさんでしたが、さっそく切って食べてみることにしました。'],['「もしもし、そのええ匂いがする黍(きび)団子をひとつわいら兄弟にくれへんか？」']
