キリキリ,ギラギラ,ズキズキ,クスクス
['\u3000キリキリと痛みの出てきた頭を押さえ、私は容器を見つめる。\n'],"['\u3000おとこの人がにぎっているギラギラ光るナイフを見て、わたしはそう思いました。\n', '\u3000わたしは、ナイフの先がギラギラ光るの方が、とてもこわいです。\n']",['\u3000部屋に戻って頭痛薬を飲んだが、未だにズキズキと頭が疼く。割れそうなほどの痛みは憂鬱を誘う。\n'],['足を投げ出して床に崩れた私は、ぐるりと私を取り囲むように席に座るこの国の要人達を見回した後、ぎりりと玉座を睨みつける。そこには隣国の皇太子＿__先代が亡くなって今は国王だったか______が虚ろな眼差しをこちらに向け、その隣では少女がクスクスと無邪気に笑っていた。\n']
