ことばっ,もやする,つかぼく,にたから,すっきり,たらしく,うだから
['そんなことばっかりなんだ。」'],['そのとき\u3000ふと\u3000胸のあたりが\u3000もやもやするのを感じます'],['でも、頑張ることなら出来そうだから。いつかぼくを見てかっこいいって思ってもらえたら、それってもうひーろーだよね。」'],['王子さまはお姫さまを助けて、貧乏はやさしくて最後にはお金持ち、人助けすればお礼にたからもの。'],['子ぎつねはどこかすっきりした顔になりました'],['あなたがあなたらしくいる。\u3000それだけで\u3000あなたはわたしの大事なひーろーなんだから。」'],['でも、頑張ることなら出来そうだから。いつかぼくを見てかっこいいって思ってもらえたら、それってもうひーろーだよね。」']
