ぶつぶつ,わくわく,すやすや,ばたばた,ばりばり,がさがさ,へなへな,ぽかぽか,さらさら
['\u3000ぶつぶついるまは言いながら、かばんの中をがさがさとかき回した。\n'],['\u3000物語でしか知らない竜を初めて見たあしゅれいは、怖さよりも、わくわくして眺める。\n'],['\u3000心なしかお祖母ちゃんもすやすやと眠っているような気がする。\n'],['\u3000空中を飛びながら、ばたばた騒ぐ子供にりゅりゅーはうんざりした。\n'],['\u3000大きな木の下に逃げ込んだあしゅれいは、ばりばりばりと木の枝が折られて、背中を竜の両脚でしっかりと捕まえられる。\n'],['\u3000ぶつぶついるまは言いながら、かばんの中をがさがさとかき回した。\n'],['\u3000へなへなと崖の上で、地面に崩れ落ちた竜に、あしゅれいは恐る恐る話しかける。\n'],['\u3000あしゅれいはいるまが薬草を煎じるのを眺めながら、冷え切った手で温かいかっぷを持って、はちみつ入りのしょうが湯をすすると、お腹の中からぽかぽかしてきた。\n'],['\u3000お祖父ちゃんに抱き上げられて、あしゅれいは腰は大丈夫なのかな？\u3000と心配で、さりゔぁんへ行く気などさらさらならなかった。\n']
