するとこ,しながら,するから,どきしな,かきむし,すっかり,しわかっ,すること,けたのさ,ぱらから,からずっ,だらしな,ひたすら,するくら,かったら,はたくさ,けっこう,かってく,いらつい
1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
