きらきら,わくわく,ばらばら
['\u3000誰もがきらきらと目を輝かせ、期待に満ちた目で若き王を見上げています。'],['\u3000家庭教師は、どんなことを教わるのかとわくわくしている王子に向かって、'],['\u3000これは世界がまだばらばらの国に分かれていたころのお話です。']
