つかしく,かたわら,うとする,しながら,うるわし,めたころ,かっぷく,ふくらん,すっかり,こうから,くいくよ,かすこと,しなかっ,もりだっ,にやけた,ふさわし,かったか,すっぺら
1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,4,1
