ぼそうと,のしちゅー,するとこ,らんから
['\u3000ある日魔王は、人間を滅ぼそうと街にやってきました。'],['\u3000川魚をはーぶと一緒に焼いたもの、野菜のすーぷ、鹿の肉のしちゅー、こっくが運んできた料理はどれも大変素晴らしい味でした。'],['\u3000するとこっくは言いました。'],['\u3000すると、街のれすとらんからとても美味しそうな匂いが漂ってきました。そこで魔王は、ひと仕事の前に食事を済ませることにしました。']
