きらきら,ちらちら,ぴかぴか
"['\u3000金色のりんぐに楕円形のおぱーるの、きらきらとした輝きを見て、心を慰めます。その青とも緑とも、白とも見える美しさにうっとりします。', '\u3000おぱーるにもその雫は降り、きらきらが水分を含んでぴかぴかになりました。', '\u3000ぴかぴか、きらきらと。']",['\u3000小学校が終わると、親友の眞子(まこ)ちゃんが、ちらちらと美代(みよ)ちゃんを見ながら、どこか言いにくそうに告げました。'],"['\u3000おぱーるにもその雫は降り、きらきらが水分を含んでぴかぴかになりました。', '\u3000ぴかぴか、きらきらと。']"
