ぶつぶつ,すくすく
['\u3000黍団子が奪い去られる光景を目の当たりにした犬神と孫悟空が怒りの声を上げる。犬神がぶつぶつと呪詛のような言葉を呟くと、空を舞っていた雉がぴたりと空中で止まる。そこへ向かって孫悟空が手に持った棒を思いっきり雉へと叩き込む。雉は遥か彼方へと殴り飛ばされて空に輝く星の一つのようにきらりと光って消え失せた。'],['\u3000桃から生まれた赤ん坊は桃太郎と名付けられ、お爺さんとお婆さんに育てられすくすくと成長し、やがて人々を苦しめている鬼を退治する為、鬼ゖ島へと向かうのでした。']
