ハッキリ,コントロ,ジャーサー,カステラ,サングラ,シャッフル,クッキー,キャッスル,オートロ,キロメー,クスキュー,ザックザク,ムシャムシ,ブリザー
2,1,1,1,1,1,2,1,1,1,1,3,1,1
