すっかり,はっきり,のこぎり,かりだっ
['\u3000驚いた太郎は自らの生家に駆け戻ったが、こちらも苔むした土台を僅かに残すばかりで、馴染みの家屋はすっかり姿を消してしまっている。\n'],['\u3000だが、太郎には既に恐怖は無かった。太郎には、本来帰るべき処、在るべき場所がはっきりと判ったからであった。\n'],['\u3000まるで爬虫類の鱗の様に顔に縦横に刻まれた皺は、青黒く硬くなって本物の鱗の様になった。歯が抜け落ちた痕からは、新たに｜鋸《のこぎり》か鮫を思わせる鋭い歯が隙間無く生えて来る。\n'],['\u3000しばらくの間、亀は海中を進んだ後に海面に浮上した。久しぶりの陽光に目が眩んだ太郎が、しばしばと目蓋を開けると、波間の向こうに懐かしい故郷の入り江が見えた。亀はそのまま海岸に寄せると、波打ち際で太郎を下ろした。太郎は亀に礼を言ったが、亀は姫と同じように意味有り気な笑みを返すだけで海に戻る事もせずに、ただそこに佇んでいるばかりだった。\n']
