ペットボ,キリギリ,スッポリ,オタマジ,スッゲー,ジューサー,クッキー,ノサウル,ホッゲホ,サンプル,ベロスッ,カラフル,メチャクチャ,ノープラ,サッパリ,ポッキリ,カラパー
1,69,1,2,1,4,1,4,2,2,2,2,1,1,2,1,3
