はっきり,ずかしく,しながら,ことはら,もだから,からすっ,ことだっ,がたくさ,すっかり,がっかり,からしば,がってく,もわかり,のたくさ,かったら,がくしゃっ,さっぱり
1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1
