がっかり,くっつけ,つけねば,がしかっ,つけてく,がたくさ,しながら,うるさく,すること,たっきり
['「そんなにがっかりしなくてもいいさ」\n'],['\u3000そして、三つの頭をくっつけて穴を覗きこみます。\n'],['「なんと！それは気をつけねばならんのう」\n'],['\u3000怒鳴り声が山の向こうに遠ざかり、騒がしかった雨も鳴りを潜めました。\n'],['\u3000名前をつけてくれた男の子がにっこり笑います。\n'],['\u3000すると大きな木がたくさん生えたところに着きました。\n'],"['\u3000村の子どもたち三人が行進しながら歌います。\n', '\u3000子どもたちは行進しながら花咲く丘を登ります。\n']",['\u3000あんまりうるさくて、ぱしは耳を塞ぎました。\n'],['\u3000ぱしは木の下で雨宿りすることにしました。\n'],['「ふつう、蛙はぱぱやままの顔を知らないものさ。なにせ、卵の頃に別れたっきりだからね」\n']
