すっかり,ばりつい,でぶらん,らんきら,しながら,がしがみ,がらぼー
['\u3000すっかり夜。'],['\u3000胸と背中にへばりついた猫が一匹づつ。'],['\u3000べほまずんの首の皮を掴んでぶらんぶらんさせながら私は森をでました。'],['\u3000森の方を見ると猫たちの目がきらんきらん光ってお星さまのよう。'],['\u3000私は進路方向にいる猫たちをつかんではぽいしながらべほまずんの後をおいました。'],['\u3000右腕と左腕にも猫がしがみつき、脇と腕の間から猫が顔をにょきっと。'],['\u3000その後は猫たちと同じ方向を見ながらとても美味しいら・ふらんすとりんごを食べながらぼーっとしました。']
