さんだっ,さんはた,ころさん,さんがや,ことおい,けっこし
['「いもうとちゃんは、あったかいさんだったよ！」'],['\u3000でも、今はおふとんさんはたたまれています。'],['\u3000つぎにあねこちゃんは、だいどころさんのところにいきました。'],['\u3000すると、おかーさんがやさしく言いました。'],['\u3000あねこちゃんがこまっていると、いもうとちゃんがとことことおいかけてきました。'],['「じゃあ、おかーさんにもあったかいさんを分けっこしてくれますか？」']
