バタバタ,ミシミシ,ジリジリ,パクパク
['\u3000鳥たちが慌ててバタバタと飛び去っていきます。'],['\u3000大木は一瞬にして真っ二つ。ミシミシミシと音を立てながら倒れてしまいます。'],['\u3000しかし少年も負けてはいません。虎視眈々と隙を窺いながら、ジリジリと距離をつめていきます。'],['\u3000するとカハッと血を吐いた少年が、口をパクパクと動かし始めました。']
