ぺたぺた,ぱたぱた,すくすく
['お妃様に守られた王子様は、けして目覚めない自身の母親を不思議そうにぺたぺたと触れました。けれどやはり、魔女によって呪いを受けたお妃様は、眠り続けているのです。'],['王様の頬を伝った涙は、お妃様の顔に降り注ぎました。小さな雫がぱたぱたとお妃様の額や頬に落ち、やがてその内の一つがお妃様の瞼に落ちました。お妃様の瞼の上で涙は流れ、睫毛で引っかかり、その隙間を埋めるように滲みました。'],"['お妃様のお腹の中で、御子はすくすくと成長しました。', '王子様はすくすくと育ちます。']"
