もたくさ,がしてく,ばらくす,はっきり,うとする,しながら,がぶつか,うところ,けたこと,だったら,くらべた,ことだっ,わくする,だったか,いじけた,がたくさ,すっかり,がくすく,おいてく,べりする,すること,がらこと,がためら,ばたくに,ころから,からこそ,わなかっ,ふさわし,かったか,がらくた,ずっとこ,かってく
1,1,1,1,1,3,1,5,1,1,1,3,1,3,1,1,2,1,1,1,6,1,1,1,1,2,1,1,2,1,1,2
