スイメー,ハッピー
['\u3000どうして、わざわざ最初からマイナスイメージを植付けるのでしょうか？\u3000これから、その物語を読む人の想いを、最初から操作してはいけないんです。\n'],"['\u3000悲恋とかもありますけど、基本的にハッピーエンドですよね？\n', '\u3000わたしはハッピーエンド大好きです。物語を読んで（読ませていただいて）こころが暖かくなりますし。\n']"
