おいしく,さっぱり,どしゃばし,よろしく
"['\u3000で、今回のお話を書いた訳ですが、書いているうちに疑問がむくむくと……。舞台設定上、植物性油脂が手に入らないことになっています。動物性油脂は常温での喫食には向かないのであんまりおいしくはできないはず。という目論見はあったのですが、本当にそうなのか、と。', '\u3000案外、おいしく出来ちゃったらすとーりーを変えなくてはいけない。そこで私は実際にまよねーずを作ってみることにしました。']",['\u3000まよねーず棚に市販品であったし、そんな酷い目には遭わないはず……。うん、後味さっぱりとしてちょっと胡椒とか砂糖を足せばどれっしんぐとしては一応、食べられる。液状だけど。'],['卵とおりーぶおいる、さっきまでの苦労が嘘のようにあっさり混ざる。さすが植物性油脂。しかし、粘りが出ない。酢を入れたら変わるかな、と入れて見たけどしゃばしゃばです。'],['\u3000はじめましての方はこんにちは。高井うしおです。よろしくお願いします。']
