ポッキリ,バックラ
['\u3000とりあえず明らかに振り回せないサイズからポッキリ折れやすい物まで沢山あったので、その中から取り回しし易そうな大きさを選定すると３ｃｍ×３ｃｍ×９０ｃｍが、一番武器として使いやすそうに思え、即購入決定。'],['\u3000バックラー的に持ち回りを改良。']
