どたいそ,わたしと,はっきり,くらいが,よろしく,すっきり,しながら,にたつか,ざーさん,うところ,さっそく,すいめー,くださっ,しくかっ,だったら,ことだっ,からほか,うだから,だったか,おいてく,ぐってく,くださら,こうする,すること,びゅーだっ,さらこん,つけくだ,びゅーのた,びゅーから,しなかっ,はっぴー,ついてく,さらにた,しばかり,からこそ,かったら,もそうし,さってく,びゅーする,けっこう,からこう,くさくっ,するわた
1,3,2,1,7,1,1,1,1,3,4,1,8,1,3,1,1,1,1,1,1,1,1,2,2,1,1,3,3,1,2,1,1,2,1,3,1,2,2,2,1,1,1
