カタカタ,ガリガリ,バラバラ,バッサバッサ,クラクラ,ゴロゴロ,バシバシ,コツコツ,ピカピカ,ダラダラ,テクテク,カラカラ,ニコニコ
['自室のデスクトップパソコンでカタカタ書いてます。\n'],['\u3000ストックがガリガリ死んでいくから、死ぬ気で書き溜めする癖を付けろ。\n'],['でも持っている本を延々読み直したりもするので月に何冊とは言えない感じでバラバラ。\n'],['作中で主要人物やヒロインがバッサバッサと死んでいく、なろうで書いている作品とは違ってかなりシビアで殺伐とした小説ばかりでした。\n'],['\u3000帰り道で頭がクラクラしてもうこのままわたしは死んでしまうのではないかと思いながらも、車に非常に気をつけて帰りましたね。\n'],['基本的にベッドでゴロゴロしながら携帯で書いてます。\n'],['それが分かったら誰にも言わずにバシバシヒット飛ばしてアニメ化とかむっちゃしてもらうんじゃチクショウ\n'],['コツコツ書いていたら、お声をかけていただいてＨＪノベルスからデビューできました。\n'],['色んなところがピカピカ光ったり、ド派手なアクションシーンをこれでもかと詰め込んでいるのはそのせいです。\n'],['ダラダラしないように描写は必要最低限に削りましょう。\n'],['具体的に言うと、テクテクとお店に歩いていく夜食散歩の最中にふと思いついたり、\n'],['\u3000ある意味で退屈な話なのですが、ハムスターがカラカラ回しているのを眺めているのが好きな人は面白いと思える話だと思います。\n'],['ニコニコ\n']
