フルオー,ヒッピー,ミリオタ,メキシコ
"['実は筆者は普通にフルオートまで射撃した経験がある。', '手に入るものなら何でも置いてあって、フルオートも含む。', 'まあ私のような初心者がいきなりフルオートなんて出来るわけもなく、最初はハンドガンで、そこからライフル、最後にフルオートサブマシンガンという順番で射撃することになり、インストラクターが目の前にいて指導を受けながら体験させてもらったが。', 'まあ私のような初心者がいきなりフルオートなんて出来るわけもなく、最初はハンドガンで、そこからライフル、最後にフルオートサブマシンガンという順番で射撃することになり、インストラクターが目の前にいて指導を受けながら体験させてもらったが。', '以降はテンションを下がったテンションのままサブマシンガンのフルオートを撃ったけど、ストックが付いているイングラムは実に慣れれば反動制御が簡単で、余計に萎えるだけの結果となった。', 'アウトローとかの世界だとトンプソンでフルオート射撃なんことが1960年代のアメリカには本当にあったというが、それは日本のヤクザ物のドラマと同じで、極狭いコミュニティの中であったかどうかの代物で、やはり大半の一般人において銃は「現物はそこにあっても」無縁に近い存在だったのだろう。（少なくとも西部開拓時代などを過ぎた後では）']",['大昔そういう形で車に乗りながらヒッピーのように放浪するメキシコ人を描く映画があったが、そういうことはもう出来ない。'],"['ミリオタというほどでもない。', '実はあまり知られてないことかもしれないし、ミリオタなら知ってるのかもしれないがこういった射撃場というのは仮想敵国を見立てた銃のテストなども行われる。']",['大昔そういう形で車に乗りながらヒッピーのように放浪するメキシコ人を描く映画があったが、そういうことはもう出来ない。']
