メチャクチャ,ドタバタ
"['\u3000球場を異様な空気にした後での試合は、バットを投げて相手の投手を負傷させ、相手の守備には次々と殺人タックルを敢行して戦意を削ぐメチャクチャな野球を展開、ついには相手自ら試合放棄を宣言する方向へと導いた。\n', '\u3000机は消しゴムのカスでメチャクチャに汚れた。\n']","['\u3000現実とも空想ともつかない空間でドタバタバトルを繰り広げる双子の兄弟に世界崩壊のピンチが迫る、だがそれは自堕落な弟が昼寝中に見ていた夢――という、実に安直なラストだったからだ。\n', '\u3000実際、この文章を書いている時点でも『似つかぬ兄弟』のストーリーラインをはっきりと思い出すことは困難だ。なぜならば明確な物語が存在せず、ただドタバタのみで終始させてしまい、当の作者本人の頭にすら残らなったからである。\n', '\u3000荒唐無稽なストーリーとドタバタ、稚拙な絵、どれをどう取っても雑誌に載せられるようなクオリティには程遠い作品である。\n']"
