にこにこ,そろそろ,さらさら
['\u3000根本的な対応としては、にこにこ動画みたいに完全会員制にすりゃ良いんですけどね。'],['\u3000ひとまず、私はそろそろいい加減、本業に戻るつもりです。'],['\u3000別にこんなんに著作権主張する気とか、さらさらないので、']
