スッキリ,ポカドー,サンキュー
['\u3000そうした落ち込みは、たまたま始まったアニメ、ウマ娘を視聴することで晴れた。なんでもないシーンでダバダバ涙を流してスッキリしたのだ。そのせいであのアニメに変な思いいれが出来てしまった。作画の出来そのものはそんなに良くなかったと思うんだけど。'],['\u3000逃げた皐月賞馬、二着に入ったエポカドーロの騎手は会心の騎乗だった。三着に入ったコズミックフォースは16番人気の超穴馬。こちらもこれ以外無いという会心の騎乗。勝ったワグネリアンは正直何度見てもたまたまその位置に居ただけという感じで、普段とは違うベターに乗ったら上手く行った、とかそんな印象。そういうたまたまがはまる感じが、運のいい馬が選ばれるダービーらしいとも思った。勿論実力だってあると思っているが。'],['\u3000馬券発売機の位置がよく分からなかったので、前を歩いているおじさんについていく。なんか怪しい雰囲気の階段を上り始めた。大丈夫なのか。ここ上っていい所なのか。あ、二階に出た。お、あれがそうっぽいな。サンキュー名も知らぬおじさん。']
