のさぶか,きくする,くいから,するとこ,もごぶり,こちから,うとする,うところ,もそもご,ひらめき,ころごぶ,めたごぶ,すること,ことから,くらごぶ,からこそ,ふさわし,かってく
1,1,1,1,1,1,1,2,1,1,1,1,11,1,1,2,1,2
