サンフラ,ハッキリ,ジーラン,キログラ,コントロ,ランイラ,トップク,ブラザー,グッピー,ランクス,コンスタ,サンドロ,パークス,スーパー,クラコウ,パキスタ,ミリオタ,ノコギリ,メチャクチャ,ハッサー,ランサー,スーツケ,ベラボー,メキシコ,スイメー
2,2,2,1,5,1,3,1,1,2,1,2,1,3,6,4,15,1,2,1,2,1,1,3,1
