もたくさ,くだから,はっきり,うとする,からいじ,うところ,するから,だったら,くさかっ,いじめら,うだから,するぱた,だったか,けたとこ,すること,しなかっ,ひたすら,ふらぐだ,こともわ,ころから,からこそ,わなかっ,かったか,けっこう,からこう,ことしな,ことがさ
2,1,1,2,1,1,3,1,1,1,1,1,1,1,5,2,1,1,1,1,1,1,2,3,1,1,1
