のさうじ,さんきゅー,ぽかどー,すっきり,かすげー,しながら,けちがつ,だったら,どかしく,ことすら,ことだっ,もさうじ,いじけた,すっかり,もわかっ,すること,ちらもこ,しなかっ,たったら,からずっ,ひたすら,がやたら,がたつか,もやする,かったら,かったか,がしゃばし,うしたら
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1
