するとこ,はっきり,うとする,よろしく,しながら,もこちら,くすさん,うところ,とってか,だったか,がってく,すること,すくする,ねとうよ,ばっかり,うよだっ,すいから,ぱっぱら,からねと,こんぴゅー,かってく
1,1,1,2,1,1,1,2,2,1,1,4,1,3,1,1,1,1,1,1,1
