ペットボ,ハッキリ,コンピュー,プラグイ,コントロ,ブルトー,キーワー,ブラウザ,キーボー,サンプル,ワークラ,ピージー,ピーキャッ,ジーゲー,バリスタ
2,1,1,2,1,1,4,8,4,3,1,1,1,1,2
