すいこと,じめてか,うしてか,びしくさ,くいめー,じめてく,はっきり,たらひっ,うとする,ずかしく,すっきり,がったら,しながら,ぶること,するから,さんのさ,さっそく,けたこと,むしする,へたする,とぼけた,だったら,するこつ,すっぱり,めーじと,するかさ,ざーやい,おいてく,がっかり,けたとこ,もだいじ,すること,しくする,すくする,つけてく,ついたら,もわかり,かすこと,しなかっ,ふくめた,くすぴー,じめたら,くっつけ,ぶつかっ,もわから,はっぴー,よろこん,ゆるきー,にたくさ,こともわ,ころから,たかぎり,しくはき,からこそ,するくら,かったら,さっぱり,ふさわし,かったか,けっこう,きーわー,うしたら,ぶつかり,かってく,こしてく
1,1,2,1,3,2,2,1,2,2,1,1,9,1,1,1,3,1,3,1,1,2,2,1,2,1,1,1,1,1,7,16,1,1,1,4,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,3,2,40,2,1,2,1
