わなかっ,すっかす,さんのー,くったら
['というわけで、すぱなさんが使ったり使わなかったりしているぷろっとの書き方を公開します。'],['うん、だいぶすっかすかですね。'],['すぱなさんのーぷろっと作成ー講座ー。'],['まぁ、適当につくったらこんなもんです。皆さんはもっと話を練ってもう少し細かく書いていきましょう。']
