マジキチ,ハッキリ,コンピュー,バタフラ,バッサバッ,コントロ,キーワー,ガッチリ,スッキリ,グリモワ,キーパー,ハッピー,コクラン,ブラウザ,ゲームシ,キーボー,バッチリ,スーパー,バシヒッ,ウトプッ,スクトッ,ガッカリ,ジーゲー,ムズアップ,ドタバタ
1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,3,1,5,1,5,15,1,1,1,1
