はっきり,つらうつら,うとする,よろしく,ずかしく,たためた,だったら,はたぶー,のこうし,すること,もわかり,めちゃくちゃ,からこそ,さっぱり,ずらもく
1,1,1,1,1,1,1,1,1,6,1,1,1,1,1
