わししな,するとこ,はっきり,もこちら,くださっ,ばっさば,ことだっ,どきしな,どろくに,たっぷり,がりのそ,すること,すくする,ぶらうざ,ぺっとぼ,ついてく,ひたすら,からうろ,はたくさ,からこう
1,1,1,1,2,1,1,1,1,2,1,1,1,5,1,1,1,1,1,1
