コロコロ,ピカピカ
['\u3000ＷＥＢ小説で挿絵もついてないのに、同じ人間を指す呼び名が史実通りコロコロ変わっては話にならないです。\n'],['\u3000何が言いたいかというと、主人公がチート商品つくって商人とやりあうにあたって、いきなり貰える報酬がピカピカの永楽銭だったら違和感があるってことです。やりての商人だったらまず支払いはどれだけ鐚銭を混ぜるかが勝負ですから、新規の取引相手には鐚銭中心で払うでしょう。\n']
