こりうる,もわから,しゃーもそ,すること
['\u3000このえたはいつでも発生します。誰でも起こりうるえたなのです。'],['\u3000完結しても感想が書かれず、無言でぶっくまーくが外れていく。作者にしてみたらこれほど恐ろしいことはありません。良いのか悪いのかもわからず、落ち込んでしまいます。そのため私も完結を強く勧める事は出来ません。'],['\u3000このえたは作者のやる気に関わっているので、読者の応援によって解消されることがあります。ぶっくまーく、評価、感想、れびゅー、めっせーじなど作品の続きを読みたいという思いが伝わることで、えたになりにくい場合があります。しかし逆に、感想などで批評を行うことでこのえたを促進させることも考えられます。過度なぷれっしゃーもその一つです。このえたはある意味、読者によって生み出されているとも言えます。'],"['\u3000このえたは正直なところどうすることも出来ません。あなたが明日、道を歩いていて隕石に当たることも否めません。暴走とらっくに跳ねられる可能性だって0ではありません。作者が死亡する、健康を損なうなど、作者が望まずして発生するえた。それが偶発えたです。', '\u3000もしも、執筆することに苦しみを感じているのであれば、すぐにやめるべきです。創作は本来、楽しんでやるべきなのです。その場合は、しっかり休んでください。生活が落ち着いたときにまた書いていただけると嬉しいです。そのときには『おかえりなさい』と皆が暖かく迎えてくれるでしょう。', '\u3000ただ、磨耗えたに関しては読者が関与することが出来ます。もちべーしょんの問題でえたりそうな場合は、是非、反応してあげてください。']"
