ハッキリ,キーピラ,フルコン,コンピュー,バタフラ,キログラ,コントロ,ズタボロ,ブルカッ,トップク,スッゲー,ボーカラ,スッキリ,フルスイ,ワーバッ,ノーコン,クサクッ,ガタンゴトン,サンプル,スーパー,ゴミカス,パラメー,ヌルゲー,バックス,ブーメラ,スッパー,キーバッ,ケットボ,ゴキブリ,ガタンガタ,サンドバ,トッパー,ガクブル,バックド,キューブラ,ポップス
8,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,3,3,1,1,1,4,1,1,3,2,1,2,1,1
