からこそ,もこちら,しないが,だったか,ぶつかり,すること
"['こと今回のような例に至っては「事実として差別発言をした」という明確な「悪」があるからこそ盲目的に従ってしまいがちなのだが、だからこそ今一度見直さなければならないのだ。', 'こと今回のような例に至っては「事実として差別発言をした」という明確な「悪」があるからこそ盲目的に従ってしまいがちなのだが、だからこそ今一度見直さなければならないのだ。', '誰かに規定されるものでもない。何かが決めるものでもない。自由というものは計れない――計らないからこそ自由なのである。', 'だからこそ、「我々の監査が不十分であった」というその一点のみ謝罪すればよかったのだ。']",['ただやられるだけで黙っていろ、というのは被差別者の表現の自由を侵害する行為なのだ。きっと、貴方たちもこちらの話はすっと飲み込めるだろう。'],['納得はしないが理解はできる対処であったと思う。'],['この設定を見た時、「中国の大衆（・・・・・）」は激怒した。かつての日中戦争及び南京大虐殺を「思い起こさせる」設定だったからだ。'],"['表現の自由というものは全てのものにあって、それぞれの「自由」はぶつかり合っているという事を理解してほしいのだ。', '\u3000そう。「自由」はぶつかり合っている。被差別者には、当然差別に対して抗議を表現する自由がある。']","['なるほど、現在の社会通念上認められざるべき内容であり、それを糾弾することこそ「常識」かつ「正義」なのだろう。', '柱の一つでもある声優が直前になって一斉に降板したとなれば、すけじゅーる的な問題で制作続行が不可能と判断することもあるだろう。', '今後、らいとのべるやあにめの事業は、中国市場の、「中国の大衆（・・・・・）」の顔を伺いながら展開することになりそうだ。', 'その際、自らが所属することとなる出版社・れーべるは自らの作品をしっかりと守ってくれるのだろうか。']"
