ハキハキ,バリバリ
['\u3000努力型は自分の外見や体型の維持に余年がなくハキハキ喋りよほどひどい客でなければ感情を律することができてお客さんのデータを細かく手帳にメモを取って覚えておきお客さんに対してほぼ完璧な接客をできるタイプ、このタイプは多少年をとってもコンスタントに稼げるので強い。\n'],['偉くなってバリバリ稼ぎたいとか考えないほうが気楽なのです。\n']
