コントロ,カップラ,キーワー,シナジー,ブラウザ,カップル,キーボー,バッチリ,フラワー,ワイドシ,ウトプッ,カラフル,ノープラ,キーヒッ,ブラジリ
1,2,6,1,11,1,1,2,1,1,1,1,1,1,1
