とっくに
['それに関連し、４月２９日に放送されていた『そこまで言って委員会ＮＰ』で、じゃーなりすとの門田隆将氏が述べておられましたが、もはや右とか左とかの対立はとっくに終わり、りありすと（現実主義者）とどりーまー（理想主義者）という対立の構図となってきている、と。']
