じたから,わなかっ,だったか,じたこと,めたさや,うとする
['「分かっていて、読者を違反に誘った」そう、私が感じたから。'],['え、こんなものだと思わなかった？'],['ここで事実を一つ。その作品のれびゅー欄には、当時、なろう運営により違反として削除されたれびゅー跡が幾つも残っていました。削除されたれびゅーを書いた読者が、罰則を受けたのか、受けなかったのか、受けたとしてそれがどんなものだったかは、知ることはできませんが。'],"['ーー踏まえた事実を元に、私が感じたこと。例も私が推測した逃げ道。', 'ここに書かなかったとしても、私が一連の流れを見ていて感じたことは、そのままです。']",['私はその時、見ていることしか出来なかった。止める方法も思いつかず、行動も出来ず。苦しかった。そのえっせいと活動報告を、この炎上が落ち着きますように、読者が冷静になってくれますように、作者が僅かでも後ろめたさや反省などを見せてくれたら…気付いてくれたら…そう思いながら眺めていました。何度も何度も書き換えられる、ぱっと読んだら納得してしまいそうな耳障りのよい追記を読みながら。'],['読者を違反に誘ってまで、注目を集めようとする行為が、減ることを願って。']
