もこちら,ぷらぐい,しながら,うだから,すること
['自分の作品の無断転載が心配でもこちらのさいとには直接あくせすしないほうが無難なようです。'],['何名かの方が調べてくれた結果、普通にせきゅりてぃそふとやあどぶろっく系ぷらぐいんで保護した状態であれば2chReadにあくせすしても実害はないようです。'],['しかしながら作品ぺーしの一番下のtxtだうんろーどなどはまだ残ったままでもあり、しばらくは様子見が必要な気がします。'],['\u3000すでになろう運営さんにも報告は多数入ってると思うけど、これ書き手のもちべーしょんを大きく下げそうだから早めに対処しないとまずいんじゃないかな？'],['なろう運営さんより”【重要】掲載作品を転載しているさいとに関して”と対応をすることが表明されました。']
