デブオタ,マジキチ,ネトゲー,ハッキリ,サバゲー,ジタバタ,トップク,ドログラ,キーワー,スッキリ,グリモワ,キーパー,ハッピー,ブラウザ,カップル,ゲームシ,ジーワー,ブリスタ,ブラコン,トークス,コウモリ,グストー,ポッキー,ヘッポコ,ザーキー,ドタバタ
1,1,1,1,3,1,1,2,3,3,3,2,11,1,9,2,1,5,1,1,1,1,1,1,1,1
