ハッキリ,イジメキ,コロンブス,サングラ,カップル,ワーアップ,バッチリ,ガタンゴトン,ランクス,スーパー,ランプリ,キロメー,カチコチ,ガッカリ,ガサゴソ,コンドー,トップス
2,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1
