ペットボ,ハッキリ,スクワー,コンポタ,コントロ,トップク,カツサン,キーワー,サングラ,ガッチリ,スッキリ,ペラグラ,ハッピー,カップル,キーボー,バッチリ,ビショビシ,ブラコン,クッキー,スーパー,チリンチリ,サバサッ,マジムカ,カラフル,ノートコ,グチャグチ,プリクラ,ガッカリ,ハラドキ,ワイパー,ランカッ,コンサー,ポッカリ
4,2,1,3,1,1,2,1,1,1,2,4,2,2,5,5,4,2,13,13,1,1,1,2,1,5,1,4,1,1,1,1,1
