ハッキリ,ホコホッ,トップク,キーワー,ランペッ,ホッケホ,カップル,ツートッ,バッチリ,ブラコン,クッキー,スクラン,スーパー,オートロ,ランクイ,ガサゴソ,ゴキブリ,トップス,ドタバタ
1,1,2,1,1,1,4,1,2,3,6,1,1,1,1,1,1,2,1
