しくぺこ,ざわめき,らんこと,けたから,うしてか,ちらさん,ぐちゃぐち,するとこ,ぷりだっ,ぐらいじ,ばらくす,にこしな,はっきり,ちゃらくだ,からもこ,めたこと,うとする,よろしく,ずかしく,すっきり,がったら,しながら,ことごと,がりざわ,もそこそ,うところ,いがする,するから,ぼくにちゃ,さんこそ,うしたっ,わーあっぷ,ばたつか,ばくする,もだから,にこちら,だったら,からだっ,からつい,しなくちゃ,くさがり,からこん,からうき,がさむず,するとー,あわする,ことだっ,めたてら,まじかっ,うだから,ころだっ,からたっ,さんがく,だったか,いらする,すっげー,すっかり,はきつい,かっぷる,ことがば,ぎりだっ,たかくー,からぱっ,もそうだ,さんのこ,ぱくする,からぐしゃ,どろしげ,さんもそ,ひらけた,すっごく,むずあっぷ,おいたか,すること,がちかち,ばっかり,ずきする,からめー,くつもり,うしてく,からのび,とっくに,ちびだっ,からずっ,がたいが,もりだっ,からふる,ぶつかっ,がりあわ,かったっ,からかっ,とこちら,もだしな,にやけち,つかわし,からする,くにもく,わなかっ,さっぱり,わなくっ,かったか,からくら,ばってか,ばっちり,ことしな,ひっこし,よろめき,ちりはっ,さんだっ,うしたら,かってく,いらつい,いそうだ
1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,3,13,7,2,1,4,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,5,1,1,2,1,4,2,1,1,1,1,1,1,1,1,1,1,14,3,1,2,1,2,1,1,1,2,1,1,1,5,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,9,1,1,5,1,1,1,1,1,2,2,1,1
