カタコト,カラコン,カステラ,ガッチリ,スッキリ,カップル,コンクー,キーボー,バッチリ,フラワー,ヨロシク,クッキー,ワイトボ,スクラン,スーパー,ランコロン,オートロ,スクトッ,プリクラ,サッパリ,サンキュー,ゴキブリ,コンパク,ゲートボ,トップス,ボーカリ,ランデブ,メキシコ,ポッカリ,ドタバタ
1,1,1,2,1,13,2,1,6,1,3,4,3,1,7,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2
