スッパリ,サンフラ,カタコト,ハッキリ,コホンコホ,ドーボク,グダグタ,キーワー,ガッチリ,スッキリ,カップル,コンクー,バッチリ,ヨロシク,ランクサ,クッキー,スクラン,ムシャクシャ,スーパー,キャッスル,シャッキリ,キーカラ,パープル,ガッカリ,サッパリ,ガチャガチ,サンキュー,ケットボ,メープル,コンプリ,マジトー,トロフワ,サンクス,ムズアップ,ドタバタ
1,1,4,7,1,1,1,2,1,6,1,5,8,1,2,60,1,1,11,9,1,1,1,2,1,1,2,2,1,1,1,1,3,1,1
