けらけら,ぎりぎり,ぽろぽろ,ぼそぼそ,ぽつぽつ,にやにや,がばがば,そろそろ
['\u3000けらけらと笑う詩織の見た目は非常に派手だ。\n'],['\u3000昼休みが終わるぎりぎりに戻ってくると教室内はまだ喧騒に包まれていた。\n'],['\u3000が、俺が口を開く前にまやちゃんの瞳から涙がぽろぽろと零れ落ちた。\n'],['\u3000気が付くとまやちゃんは俯いたままぼそぼそと何事かを呟き続けていた。\n'],['\u3000以降、ぽつぽつと会話をしながらまやちゃんを自宅であるまんしょんまで送り、手を離す。\n'],['\u3000場所もわきまえずにやにやとする姿ははっきりいって異様。\n'],['［＃中見出し］ep3・がばがばすとーかー対策会議。［＃中見出し終わり］\n'],['「じゃあ、そろそろ帰ろうか。送って行くよ」\n']
