ことくら,わたしと,はっきり,ぷすから,からすか,こときら,うとする,ずかしく,しながら,もこちら,ごとへと,するから,けたこと,からわた,のここし,からよろ,おーきー,だったら,からすっ,ことすら,もやくね,かっさら,くにいら,だったか,すっかり,けたとこ,すらしな,わたしね,するなよ,もそうだ,からすご,すること,もくくっ,つけてく,たらしく,しなかっ,からずっ,うろちょろ,さってか,すーつけ,するにこ,どかから,うじする,もわから,からかっ,がらわい,ごとから,からこそ,かってか,ふさわし,かったか,がくぶる,ずったか,ぎたこと,けっこし,もそうと,わないが,ぷすさん,かってく,ざーさら
1,1,1,2,1,1,5,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1
