ペットボ,コントロ,ズタボロ,ブラブカ,トップク,サングラ,スカウト,キーパー,カップル,クスサン,バッチリ,ヨロシク,スーパー,オートロ,プリクラ,ノープラ,ゲームカ,ガチャガチ,サンキュー,スイパラ,ムズアップ,スイメー
2,2,1,1,2,7,1,1,7,8,5,1,2,1,4,1,2,1,3,1,3,1
