ペットボ,ガッチリ,スッキリ,スカウト,カップル,ブラコン,ワイドシ,ゴミカス,ガッカリ,タッパー,カサコソ,サンドバ,ビシバシ
2,1,1,1,13,3,1,1,1,1,1,1,1
