じろじろ,ぞくぞく,ばくばく,ぱたぱた,へっへっ,べたべた,しばしば,わいわい,ふっふっ
['\u3000椅子に座ってすかーとを太ももの下に入れるもーしょんとか、陽真莉と二人でじろじろっとじろっちゃってたわけね。'],['\u3000なんだか、無垢な少女にいけないことを教え込んでるみたいでぞくぞくしてきた。'],['\u3000潤む瞳に、ばくばく高鳴る心臓。'],['\u3000胸元をぱたぱたなんかさせたらもう、顔を真っ赤に……って心当たりあるなぁ、確かにそんなりあくしょんだったわぁ。'],['\u3000へっへっへ、嬢ちゃん、いい具合にてれてれしてやがるじゃねえか……。'],['\u3000でもその生活ぶりは大して変わらなくて、変化と言えば、以前よりもべたべたすることが多くなったぐらいかな。'],['\u3000そのまま泊まることもしばしばあって、元から仲がよかったもんだから、親たちはそれを誰も咎めない。'],['「っていうか冷静に考えたらね、なんで一方的に告白された私がこんなに悩まなくちゃならないの？\u3000って思ったの。だって私としては三人わいわいやって一生仲良くできてればよかったわけだし、恋愛関係とか考えたこともなかったからさ。だから、うん、私も三人でお付き合いがかなり無理があるってことはわかってる。でも二人にも、私に譲歩する部分が必要だと思ったの。だっていきなり告白してくるんだもん！\u3000つまり私の要求を飲むことでいーぶん、関係は対等。そうは思わない？」'],['\u3000私がそう言うと、姉さんは明らかに調子に乗って「ふっふっふ」と笑い始めた。']
