するとこ,がしたか,はっきり,うところ,からだっ,だったか,すること,うしてく,しなかっ,とっくに,もりだっ,かったっ,かったら,わなかっ,かったか,さんだっ,わないが,いそうだ
1,1,1,4,1,3,1,1,1,1,1,1,1,2,4,1,1,1
