スッパリ,ペットボ,ハッキリ,フルコン,スッカラ,ブラブカ,トップク,カップラ,ブラザー,サングラ,ガッチリ,ヘッドロ,スッキリ,スカウト,ゲームグ,カップル,ブラコン,グラサン,ワイトボ,ソクムシ,スーパー,スッカリ,オートロ,ランクイ,カラフル,メチャクチャ,ペックイ,ガッカリ,ピースタ,トロベリ,サンキュー,トップス,タッフル,コンプリ,コンサー,ドタバタ,チャラブカ
2,6,18,1,1,2,1,2,1,2,1,1,6,4,1,23,4,1,2,1,4,1,3,1,1,1,1,2,1,2,2,2,2,1,1,1,2
